CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography
609,37.0,5,129312.79,1,1.0,1.0,26793.82,Spain
696,27.0,4,87637.26,2,0.0,0.0,196111.35,France
666,36.0,3,0.0,2,1.0,0.0,35156.54,France
529,31.0,2,164003.05,2,1.0,1.0,60993.23,France
687,36.0,5,0.0,1,1.0,0.0,17696.22,Spain
621,32.0,1,0.0,2,1.0,1.0,168779.47,France
504,73.0,8,0.0,1,1.0,1.0,34595.58,France
678,30.0,0,0.0,1,1.0,0.0,35113.08,Spain
539,20.0,0,83459.86,1,1.0,1.0,146752.67,France
775,25.0,10,60205.2,2,1.0,0.0,14073.11,Germany
659,38.0,3,0.0,2,1.0,0.0,158553.1,France
808,25.0,7,0.0,2,0.0,1.0,23180.37,Spain
637,41.0,2,0.0,2,0.0,1.0,102515.42,France
774,32.0,9,0.0,2,1.0,0.0,10604.48,Spain
788,33.0,5,0.0,2,0.0,0.0,116978.19,France
649,39.0,3,113096.41,1,1.0,1.0,60335.24,France
607,48.0,4,112070.86,3,1.0,0.0,173568.3,France
631,33.0,4,123246.7,1,0.0,0.0,112687.57,Germany
719,35.0,8,0.0,1,1.0,1.0,165162.4,Spain
592,37.0,7,0.0,2,1.0,1.0,126726.33,France
675,36.0,7,89409.95,1,1.0,1.0,149399.7,Germany
646,24.0,0,92398.08,1,1.0,1.0,18897.29,Germany
630,34.0,9,0.0,2,1.0,1.0,114006.35,France
531,37.0,1,0.0,1,1.0,0.0,4606.97,France
558,32.0,5,73494.21,1,0.0,0.0,136301.1,France
608,26.0,1,106648.98,1,0.0,1.0,7063.6,Germany
663,34.0,10,0.0,1,1.0,1.0,114083.73,France
695,45.0,9,43134.65,1,0.0,1.0,77330.35,France
643,48.0,8,0.0,2,1.0,0.0,174729.3,Spain
662,39.0,5,138106.75,1,0.0,0.0,19596.73,France
527,33.0,9,132168.28,1,0.0,0.0,98734.15,Spain
627,30.0,4,79871.02,2,1.0,0.0,129826.89,Germany
791,33.0,10,130229.71,2,0.0,0.0,54019.93,Germany
635,27.0,3,127009.83,1,1.0,0.0,161909.95,France
526,32.0,6,131938.92,2,1.0,1.0,1795.93,Germany
747,61.0,7,155973.13,1,0.0,1.0,147554.26,France
778,40.0,8,104291.41,2,1.0,1.0,117507.11,Spain
723,37.0,3,94661.53,2,1.0,0.0,121239.65,Germany
578,45.0,1,148600.91,1,1.0,0.0,143397.14,France
644,46.0,6,12459.19,1,0.0,0.0,156787.34,Spain
748,23.0,8,85600.08,1,0.0,0.0,134077.71,Spain
648,19.0,1,0.0,2,0.0,1.0,22101.86,France
750,38.0,7,97257.41,2,0.0,1.0,179883.04,Spain
746,24.0,3,137492.35,2,0.0,1.0,170142.09,France
763,31.0,7,143966.3,2,1.0,1.0,140262.96,Germany
593,44.0,5,0.0,1,1.0,0.0,128046.98,Spain
700,35.0,4,95853.39,2,1.0,0.0,192933.37,Germany
725,36.0,1,118851.05,1,1.0,1.0,102747.02,France
593,69.0,2,187013.13,2,0.0,1.0,105898.69,Germany
731,40.0,7,118991.79,1,1.0,1.0,156048.64,France
850,33.0,8,73059.38,1,1.0,1.0,186281.0,France
696,30.0,0,0.0,2,1.0,1.0,9002.8,Spain
631,35.0,9,112392.45,2,1.0,0.0,24472.23,France
477,36.0,3,117700.86,1,0.0,0.0,74042.0,Germany
730,26.0,6,0.0,2,1.0,1.0,185808.7,Spain
635,29.0,1,0.0,1,0.0,1.0,24865.54,France
746,29.0,4,105599.67,1,1.0,1.0,43106.17,France
679,39.0,4,0.0,1,0.0,0.0,172939.3,France
764,39.0,9,138341.51,1,1.0,0.0,50072.94,Germany
660,19.0,5,127649.64,1,1.0,1.0,40368.65,France
522,34.0,9,126436.29,1,1.0,0.0,174248.52,Spain
655,40.0,0,81954.6,1,1.0,1.0,198798.44,Germany
747,34.0,10,0.0,2,1.0,1.0,50759.8,France
612,32.0,9,106520.73,2,1.0,0.0,177092.16,Germany
655,38.0,3,250898.09,3,0.0,1.0,81054.0,Spain
575,28.0,7,0.0,1,1.0,1.0,10666.05,Spain
779,40.0,2,75470.23,1,1.0,1.0,52894.01,Germany
567,38.0,1,125877.65,2,1.0,1.0,107841.77,France
658,32.0,8,0.0,1,1.0,1.0,80410.68,France
525,37.0,0,0.0,1,0.0,1.0,131521.72,Spain
733,38.0,3,157658.36,1,0.0,0.0,19658.43,France
754,35.0,6,98585.94,2,0.0,1.0,106116.84,Germany
581,49.0,10,0.0,2,0.0,0.0,41623.59,Spain
675,33.0,6,0.0,2,1.0,0.0,34045.61,France
846,41.0,5,0.0,3,1.0,0.0,3440.47,France
850,31.0,1,96399.31,2,1.0,0.0,106534.15,France
693,41.0,9,181461.48,3,1.0,1.0,187929.43,Germany
606,38.0,7,128578.52,1,1.0,1.0,193878.51,Spain
699,40.0,2,0.0,1,1.0,0.0,78387.32,Spain
690,36.0,10,0.0,2,1.0,0.0,55902.93,Spain
479,26.0,1,0.0,2,1.0,1.0,19116.97,France
586,35.0,7,164769.02,3,1.0,0.0,119814.25,France
681,42.0,3,118199.97,2,1.0,0.0,9452.88,Germany
543,37.0,3,122304.65,2,0.0,0.0,33998.7,Germany
502,33.0,5,174673.65,2,1.0,0.0,33300.56,Germany
727,34.0,10,0.0,2,1.0,1.0,198637.34,France
641,50.0,6,153590.73,2,1.0,1.0,130910.78,France
850,30.0,2,141040.01,1,1.0,1.0,5978.2,Spain
648,56.0,6,157559.59,2,1.0,0.0,140991.23,Spain
511,57.0,8,122950.31,1,1.0,1.0,181258.76,Spain
814,48.0,7,0.0,2,1.0,1.0,132870.15,France
492,35.0,4,141359.37,2,1.0,0.0,39519.53,France
631,46.0,9,160736.63,1,0.0,1.0,93503.02,Spain
575,22.0,8,105229.34,1,1.0,1.0,34397.08,Spain
507,33.0,7,0.0,2,1.0,1.0,85411.01,France
716,44.0,3,109528.28,1,1.0,0.0,27341.63,France
846,38.0,5,0.0,1,1.0,1.0,187616.16,France
747,38.0,2,129728.6,1,1.0,0.0,89289.54,Germany
850,22.0,2,0.0,2,1.0,1.0,9684.52,Spain
850,41.0,1,176958.46,2,0.0,1.0,125806.3,Germany
628,29.0,3,113146.98,2,0.0,1.0,124749.08,Germany
682,26.0,8,0.0,2,1.0,0.0,178373.43,France
759,41.0,9,0.0,2,0.0,1.0,190294.12,France
650,64.0,7,142028.36,1,1.0,0.0,32275.09,France
540,31.0,10,118158.74,1,1.0,1.0,158027.57,Spain
801,38.0,5,0.0,2,1.0,0.0,66256.27,France
645,19.0,9,128514.84,1,0.0,0.0,175969.19,France
705,37.0,10,0.0,2,1.0,1.0,13935.53,France
527,47.0,1,0.0,1,1.0,0.0,21312.16,France
757,31.0,8,149085.9,2,1.0,1.0,197077.36,Germany
591,30.0,8,124857.69,2,0.0,0.0,50485.7,Spain
664,57.0,6,0.0,2,1.0,1.0,15304.08,France
517,56.0,9,142147.32,1,0.0,0.0,39488.04,France
717,36.0,2,164557.95,1,0.0,1.0,82336.73,Spain
730,43.0,1,103960.38,1,1.0,1.0,193650.16,Spain
557,28.0,7,146445.24,2,1.0,0.0,184317.74,France
633,43.0,3,144164.29,1,1.0,1.0,158646.46,Germany
756,62.0,3,0.0,1,1.0,1.0,11199.04,France
747,29.0,7,117726.33,1,1.0,1.0,175398.34,Germany
625,36.0,8,129944.39,2,0.0,0.0,198914.8,France
699,32.0,3,0.0,2,1.0,1.0,170770.44,France
650,43.0,6,0.0,2,1.0,1.0,16301.91,France
845,52.0,0,0.0,1,1.0,0.0,31726.76,Spain
597,44.0,8,78128.13,2,0.0,1.0,109153.04,France
737,45.0,2,0.0,2,0.0,1.0,177695.67,Spain
530,33.0,9,75242.28,1,0.0,1.0,101694.67,Germany
563,36.0,4,143680.47,2,1.0,1.0,63531.19,Spain
561,37.0,5,0.0,2,1.0,0.0,83093.25,France
792,28.0,4,130142.79,1,1.0,0.0,38190.78,France
583,42.0,4,0.0,2,1.0,0.0,17439.66,France
598,27.0,10,171283.91,1,1.0,1.0,84136.12,Germany
803,37.0,1,0.0,2,0.0,0.0,7455.2,Spain
848,35.0,5,120046.74,2,1.0,0.0,84710.65,Spain
376,46.0,6,0.0,1,1.0,0.0,157333.69,France
590,39.0,9,0.0,2,1.0,1.0,104730.52,France
696,35.0,4,174902.26,1,1.0,0.0,69079.85,Germany
651,63.0,8,129968.67,1,1.0,1.0,11830.53,Spain
555,27.0,8,102000.17,1,1.0,1.0,116757.0,France
505,43.0,6,127146.68,1,0.0,0.0,137565.87,Germany
728,45.0,3,108924.33,2,1.0,0.0,84300.4,Germany
726,53.0,1,113537.73,1,0.0,1.0,28367.21,France
732,40.0,10,0.0,2,1.0,0.0,154189.08,France
628,30.0,9,132351.29,2,1.0,1.0,74169.13,Germany
731,25.0,8,96950.21,1,1.0,0.0,97877.92,Spain
774,40.0,9,93017.47,2,1.0,0.0,191608.97,France
680,51.0,5,143139.87,1,0.0,0.0,47795.43,Germany
782,35.0,7,98556.89,2,1.0,0.0,117644.36,Germany
662,64.0,0,98848.19,1,0.0,1.0,42730.12,France
645,48.0,7,90612.34,1,1.0,1.0,149139.13,France
730,34.0,5,74197.38,2,1.0,0.0,96875.52,France
850,39.0,0,104386.53,1,1.0,0.0,105886.77,France
527,46.0,10,131414.76,1,1.0,0.0,54947.51,Spain
529,29.0,4,135759.4,1,0.0,0.0,112813.79,Germany
781,38.0,2,117810.79,1,0.0,1.0,65632.33,France
844,56.0,5,99529.7,1,0.0,1.0,157230.06,Spain
570,36.0,3,0.0,2,1.0,0.0,92118.75,France
615,44.0,9,126104.98,2,0.0,1.0,110718.02,Germany
676,41.0,4,101457.14,1,1.0,1.0,79101.67,France
495,42.0,7,0.0,2,0.0,0.0,130404.53,Spain
534,29.0,7,174851.9,1,1.0,1.0,79178.31,France
548,44.0,8,0.0,1,1.0,0.0,16989.77,Spain
716,29.0,8,0.0,2,0.0,0.0,78616.92,Spain
730,23.0,8,0.0,2,1.0,0.0,183284.53,France
632,38.0,4,0.0,2,0.0,0.0,192505.62,France
648,34.0,3,95039.73,2,1.0,1.0,147055.87,Germany
612,38.0,1,0.0,2,1.0,1.0,9209.21,France
720,29.0,2,0.0,2,1.0,0.0,39925.52,France
651,39.0,8,0.0,1,1.0,0.0,137452.57,France
587,35.0,3,83286.56,1,1.0,0.0,125553.52,Spain
588,24.0,0,0.0,2,1.0,1.0,140586.08,France
563,44.0,7,105007.31,2,1.0,1.0,197812.16,Germany
624,71.0,4,170252.05,3,1.0,1.0,73679.59,France
706,48.0,10,104478.12,3,0.0,1.0,158248.71,Germany
543,46.0,5,140355.6,1,1.0,1.0,85086.78,Spain
627,62.0,3,143426.34,2,1.0,1.0,143104.3,Germany
675,39.0,1,0.0,2,1.0,0.0,153129.22,France
799,32.0,3,106045.92,2,1.0,1.0,17938.0,France
850,34.0,2,0.0,2,1.0,1.0,171706.66,France
644,33.0,7,174571.36,1,0.0,1.0,43943.09,France
625,49.0,4,128504.76,1,1.0,0.0,126812.63,Germany
754,47.0,1,185513.67,1,1.0,0.0,27438.83,France
598,41.0,3,91536.93,1,1.0,0.0,191468.78,Germany
504,43.0,5,134740.19,2,1.0,0.0,181430.91,Germany
700,47.0,4,0.0,1,1.0,0.0,121798.52,Spain
752,30.0,4,81523.38,1,1.0,1.0,36885.85,Germany
465,53.0,1,117438.17,1,0.0,0.0,74898.8,Germany
627,41.0,6,0.0,3,1.0,1.0,138700.75,France
535,33.0,2,133040.32,1,1.0,1.0,110299.78,France
678,40.0,8,128644.46,1,0.0,0.0,167673.37,Germany
587,36.0,1,70784.27,1,1.0,0.0,30579.82,France
722,46.0,6,0.0,1,1.0,1.0,93917.68,France
686,34.0,6,146178.13,2,1.0,1.0,88837.11,France
686,27.0,1,115095.88,2,0.0,0.0,78622.46,Germany
656,46.0,9,143267.14,2,0.0,0.0,193099.43,France
699,49.0,2,0.0,1,0.0,0.0,105760.01,France
737,36.0,9,0.0,1,0.0,1.0,188670.9,France
498,34.0,2,0.0,2,1.0,1.0,148528.24,France
705,33.0,7,68423.89,1,1.0,1.0,64872.55,Spain
618,37.0,5,96652.86,1,1.0,0.0,98686.4,France
608,34.0,7,86656.13,1,0.0,1.0,59890.29,Spain
644,33.0,9,141234.98,1,1.0,0.0,95673.05,France
520,34.0,8,120018.86,2,1.0,1.0,343.38,Germany
683,38.0,3,126152.84,1,0.0,0.0,15378.75,Spain
670,32.0,3,0.0,2,1.0,0.0,46175.7,Spain
663,53.0,6,150200.23,1,0.0,1.0,151317.27,Spain
767,44.0,2,152509.25,1,1.0,1.0,136915.15,France
549,25.0,6,193858.2,1,0.0,1.0,21600.11,Spain
776,29.0,5,0.0,2,1.0,1.0,143301.49,France
645,49.0,2,0.0,2,0.0,0.0,10023.15,Spain
749,42.0,2,56726.83,2,0.0,1.0,185543.35,France
811,28.0,4,167738.82,2,1.0,1.0,9903.42,Germany
779,37.0,2,128389.63,1,1.0,1.0,6589.16,Germany
850,30.0,9,121535.18,1,0.0,0.0,40313.47,France
637,44.0,2,0.0,2,1.0,0.0,149665.65,France
537,28.0,0,88963.31,2,1.0,1.0,189839.93,France
717,42.0,5,0.0,2,1.0,0.0,172665.21,France
753,57.0,7,0.0,1,1.0,0.0,159475.08,France
714,34.0,5,141173.03,1,0.0,1.0,98896.06,France
533,51.0,6,127545.56,2,0.0,0.0,79559.02,Germany
619,28.0,3,0.0,2,1.0,0.0,53394.12,France
564,37.0,9,100252.18,1,1.0,1.0,146033.52,Spain
850,28.0,9,0.0,2,1.0,0.0,185821.41,France
505,43.0,5,136855.94,2,1.0,0.0,171070.52,Germany
556,37.0,9,145018.64,2,1.0,0.0,90928.02,Germany
769,27.0,2,0.0,1,1.0,1.0,57876.05,France
502,57.0,3,101465.31,1,1.0,0.0,43568.31,Germany
641,42.0,3,121765.37,2,1.0,1.0,166516.84,Germany
593,32.0,9,134096.53,2,1.0,0.0,53931.05,Germany
720,71.0,5,183135.39,2,1.0,1.0,197688.5,France
680,32.0,5,92961.61,1,1.0,0.0,116957.6,France
607,28.0,1,135936.1,2,1.0,1.0,110560.14,Spain
787,35.0,1,106266.8,1,1.0,1.0,16607.15,France
705,31.0,9,110941.93,2,1.0,0.0,163484.8,Germany
737,41.0,1,101960.74,1,1.0,1.0,123547.28,France
584,48.0,2,213146.2,1,1.0,0.0,75161.25,Spain
627,33.0,5,0.0,2,1.0,1.0,103737.82,France
850,29.0,10,0.0,2,1.0,1.0,94815.04,Spain
595,45.0,9,106000.12,1,0.0,0.0,191448.96,Germany
492,30.0,10,77168.87,2,0.0,1.0,146700.22,Germany
639,38.0,3,0.0,1,1.0,0.0,42862.82,France
676,48.0,2,124442.38,1,1.0,0.0,15068.53,Germany
849,27.0,0,0.0,2,0.0,1.0,157891.86,France
678,60.0,10,117738.81,1,1.0,0.0,147489.76,France
778,65.0,7,0.0,1,1.0,1.0,77867.23,France
522,41.0,5,144147.68,1,1.0,1.0,14789.9,France
639,34.0,5,139393.19,2,0.0,0.0,33950.08,Spain
599,39.0,4,0.0,1,1.0,0.0,194273.2,Spain
602,32.0,7,184715.86,2,1.0,0.0,113781.99,Germany
563,35.0,3,106250.72,1,0.0,0.0,39546.32,France
682,36.0,5,72373.62,2,1.0,0.0,36895.99,Germany
618,49.0,9,44301.43,3,1.0,1.0,89729.3,France
564,44.0,3,111760.4,3,1.0,1.0,104722.47,Germany
655,56.0,5,0.0,2,1.0,1.0,41782.7,Spain
529,27.0,1,0.0,2,1.0,1.0,37769.98,France
673,32.0,0,0.0,1,1.0,1.0,72873.33,Spain
653,30.0,4,0.0,2,1.0,0.0,120736.04,Spain
627,35.0,7,0.0,2,0.0,1.0,193022.44,France
599,49.0,10,143888.22,2,1.0,1.0,166236.38,Germany
470,30.0,3,101140.76,1,1.0,1.0,50906.65,France
505,35.0,8,116932.59,1,1.0,0.0,91092.84,Spain
588,44.0,8,154409.74,1,1.0,0.0,49324.03,France
613,32.0,0,0.0,2,0.0,1.0,126675.62,Spain
850,34.0,9,92899.27,2,1.0,0.0,97465.89,France
726,34.0,3,0.0,2,1.0,0.0,196288.46,France
636,35.0,2,0.0,2,1.0,1.0,23129.46,France
702,46.0,9,98444.19,1,0.0,1.0,109563.28,France
850,46.0,9,117640.39,1,1.0,0.0,88920.68,France
637,30.0,6,122641.56,2,1.0,0.0,65618.01,Germany
652,37.0,4,0.0,2,1.0,0.0,143393.24,France
792,36.0,5,92140.15,1,0.0,1.0,67468.67,Spain
699,54.0,3,111009.32,1,1.0,1.0,155905.79,Germany
643,31.0,3,167949.48,1,1.0,0.0,143162.34,France
684,48.0,10,126384.42,1,1.0,1.0,198129.36,Germany
650,47.0,9,0.0,1,1.0,0.0,187943.6,France
590,43.0,8,0.0,2,1.0,1.0,143628.31,France
661,35.0,2,117212.18,1,1.0,1.0,83052.03,Germany
773,43.0,8,81844.91,2,1.0,1.0,35908.46,Germany
706,29.0,1,209490.21,1,1.0,1.0,133267.69,Spain
446,39.0,1,90217.07,1,1.0,0.0,191350.48,France
742,27.0,5,190125.43,2,0.0,0.0,21793.59,Germany
577,44.0,8,115557.0,1,0.0,1.0,127506.76,Spain
604,36.0,6,116229.85,2,1.0,1.0,79633.38,France
670,45.0,5,47884.92,1,1.0,1.0,54340.24,France
792,50.0,4,146710.76,1,1.0,0.0,16528.4,Germany
599,46.0,9,123444.72,1,1.0,1.0,31368.08,Germany
550,30.0,4,0.0,2,1.0,0.0,89216.29,France
681,23.0,7,157761.56,1,0.0,0.0,147759.84,France
628,38.0,3,0.0,2,1.0,1.0,48924.73,France
758,33.0,7,0.0,1,1.0,0.0,188156.34,France
633,37.0,2,0.0,2,1.0,0.0,182258.17,France
667,33.0,4,127076.68,2,1.0,0.0,69011.66,Germany
552,49.0,4,0.0,1,1.0,1.0,190296.76,France
734,39.0,3,92636.96,2,1.0,1.0,125671.29,Spain
707,43.0,10,0.0,2,1.0,0.0,118368.2,Spain
537,38.0,3,0.0,2,0.0,0.0,141023.01,France
534,34.0,7,121551.58,2,1.0,1.0,70179.0,France
578,40.0,6,63609.92,1,0.0,0.0,74965.61,Spain
517,29.0,5,0.0,2,1.0,0.0,103402.88,Spain
850,66.0,4,0.0,2,0.0,1.0,64350.8,France
580,35.0,9,121355.19,1,0.0,1.0,35671.45,Germany
749,43.0,1,124209.02,1,1.0,1.0,167179.48,Spain
602,22.0,7,141604.76,1,1.0,0.0,30379.6,Spain
728,32.0,9,127772.1,2,1.0,1.0,152643.48,Germany
658,25.0,3,0.0,2,0.0,1.0,173948.4,France
517,37.0,5,113308.84,1,0.0,1.0,31517.16,France
749,37.0,10,185063.7,2,1.0,1.0,134526.87,France
721,40.0,9,118129.87,1,1.0,1.0,160277.65,France
764,24.0,7,106234.02,1,0.0,0.0,115676.38,France
667,32.0,0,103846.65,1,1.0,0.0,20560.69,Germany
767,35.0,6,115576.44,1,0.0,1.0,27922.45,France
749,36.0,7,0.0,2,0.0,0.0,80134.65,Spain
725,45.0,8,116917.07,1,0.0,0.0,173464.43,Germany
668,39.0,0,122104.79,1,1.0,0.0,112946.67,Germany
629,34.0,6,0.0,2,1.0,0.0,190347.72,Spain
546,34.0,4,165363.31,2,1.0,1.0,25744.13,France
701,23.0,5,186101.18,2,1.0,1.0,76611.33,Germany
542,43.0,6,113567.94,1,1.0,0.0,89543.25,Spain
616,57.0,7,116936.81,1,1.0,1.0,104379.36,Germany
772,34.0,9,0.0,2,1.0,0.0,170980.86,France
474,37.0,5,142688.57,2,1.0,1.0,110953.33,Germany
729,39.0,6,127415.85,1,1.0,1.0,184977.2,Germany
570,32.0,9,117337.54,2,0.0,1.0,62810.91,France
756,27.0,1,131899.0,1,1.0,0.0,93302.29,Germany
586,38.0,6,0.0,2,1.0,1.0,37935.83,France
633,35.0,3,0.0,2,1.0,1.0,36249.76,France
505,37.0,10,122453.97,2,1.0,1.0,52693.99,Germany
657,32.0,3,118829.03,2,1.0,1.0,73127.61,France
738,35.0,5,161274.05,2,1.0,0.0,181429.87,France
513,39.0,7,89039.9,2,1.0,1.0,146738.83,Spain
539,39.0,1,0.0,1,1.0,1.0,28184.7,France
652,47.0,0,126597.89,2,1.0,1.0,38798.79,Germany
772,34.0,7,111565.91,1,1.0,1.0,121073.23,Germany
822,50.0,7,0.0,2,1.0,1.0,10062.8,
850,41.0,3,99945.93,2,1.0,0.0,71179.31,Spain
727,21.0,8,153344.72,1,1.0,1.0,163295.87,Germany
602,48.0,7,76595.08,2,0.0,0.0,127095.14,Germany
811,35.0,7,0.0,1,1.0,1.0,178.19,France
728,39.0,6,152182.83,1,0.0,0.0,161203.6,Germany
778,35.0,1,151958.19,3,1.0,1.0,131238.37,Germany
850,27.0,8,111837.78,2,1.0,1.0,110805.79,Germany
516,33.0,7,127305.5,1,1.0,1.0,120037.36,France
617,40.0,5,190008.32,2,1.0,1.0,107047.92,France
840,39.0,1,94968.97,1,1.0,0.0,84487.62,France
681,49.0,8,142946.18,1,0.0,0.0,187280.51,Germany
613,29.0,0,0.0,2,0.0,1.0,133897.32,Spain
719,42.0,4,0.0,1,1.0,0.0,28465.86,France
694,34.0,5,127900.03,1,1.0,0.0,101737.8,France
510,44.0,6,0.0,2,1.0,1.0,175518.31,France
850,34.0,2,0.0,2,0.0,0.0,51919.04,France
683,42.0,8,0.0,2,0.0,1.0,198134.9,France
621,30.0,2,101014.08,2,1.0,1.0,165257.31,Germany
755,30.0,6,154221.37,2,0.0,1.0,62688.55,Germany
493,36.0,2,0.0,2,0.0,1.0,99770.3,France
665,23.0,9,143672.9,1,1.0,1.0,115147.33,France
676,34.0,4,89437.03,1,1.0,1.0,189540.95,Germany
502,33.0,8,0.0,2,1.0,1.0,123509.01,France
592,60.0,9,0.0,4,1.0,1.0,13614.01,France
612,35.0,3,0.0,1,1.0,1.0,48108.72,France
716,18.0,3,128743.8,1,0.0,0.0,197322.13,Germany
721,42.0,4,102936.72,1,0.0,0.0,1187.88,France
753,35.0,4,0.0,2,1.0,1.0,106303.4,France
792,70.0,3,0.0,2,1.0,1.0,172240.27,France
850,32.0,5,106290.64,1,1.0,0.0,121982.73,France
670,40.0,2,164948.98,3,0.0,0.0,177028.0,Germany
541,32.0,8,0.0,2,0.0,0.0,40889.14,France
473,25.0,6,110666.42,2,0.0,0.0,46758.42,France
571,34.0,1,101736.66,1,0.0,1.0,195651.66,Germany
700,39.0,5,144550.83,2,1.0,1.0,189664.43,Germany
666,36.0,4,120165.4,2,1.0,0.0,33701.5,France
714,45.0,8,150900.29,2,0.0,1.0,139889.15,Spain
755,42.0,2,119919.12,1,1.0,0.0,156868.21,France
772,35.0,9,0.0,1,0.0,1.0,25448.31,France
673,77.0,10,76510.52,2,0.0,1.0,59595.66,Germany
524,44.0,10,118569.03,2,0.0,0.0,82117.2,France
655,44.0,8,87471.63,1,0.0,1.0,188593.98,France
443,50.0,3,117206.3,1,1.0,0.0,42840.18,Germany
662,33.0,0,103471.52,1,1.0,1.0,162703.0,Germany
828,47.0,1,109876.82,2,1.0,0.0,83611.45,Spain
581,39.0,1,121523.51,1,0.0,0.0,161655.55,Germany
527,29.0,2,27755.97,1,1.0,0.0,97468.44,Spain
572,37.0,1,133043.66,1,0.0,0.0,111243.09,France
775,31.0,9,0.0,2,1.0,0.0,169278.51,France
767,35.0,9,0.0,2,1.0,0.0,39511.61,France
764,48.0,1,75990.97,1,1.0,0.0,158323.81,Spain
636,31.0,6,0.0,2,1.0,1.0,2382.61,France
512,42.0,9,93955.83,2,1.0,0.0,14828.54,Germany
556,46.0,10,0.0,2,0.0,0.0,109184.24,France
850,34.0,6,101266.51,1,1.0,0.0,33501.98,France
593,39.0,0,117704.73,1,1.0,0.0,197933.5,France
649,47.0,8,110783.28,1,1.0,1.0,71420.16,Spain
611,46.0,6,0.0,2,1.0,0.0,45886.33,Spain
687,47.0,1,91219.29,1,0.0,0.0,158845.49,Germany
662,30.0,9,0.0,2,0.0,1.0,157884.83,Spain
757,28.0,7,120911.75,2,1.0,1.0,131249.46,France
850,31.0,4,164672.66,1,0.0,1.0,61936.1,Germany
665,55.0,8,136354.16,1,1.0,1.0,93769.89,France
602,33.0,8,0.0,2,1.0,1.0,112928.74,France
663,28.0,8,61274.7,2,1.0,0.0,136054.45,Spain
644,50.0,9,76817.0,4,1.0,0.0,196371.13,France
546,52.0,2,0.0,1,1.0,0.0,137332.37,France
692,42.0,2,0.0,2,1.0,0.0,145222.93,France
518,42.0,7,151027.05,2,1.0,0.0,119377.36,France
692,31.0,2,0.0,2,1.0,0.0,91829.17,France
806,25.0,7,0.0,2,1.0,0.0,18461.9,Spain
813,36.0,6,98088.09,1,0.0,1.0,26687.22,Germany
534,62.0,2,0.0,2,0.0,0.0,42763.12,France
559,70.0,9,0.0,1,1.0,1.0,122996.76,France
745,35.0,8,0.0,2,1.0,1.0,116581.1,Spain
613,20.0,3,0.0,2,1.0,1.0,149613.77,France
759,42.0,4,105420.18,1,0.0,1.0,121409.06,France
850,32.0,8,0.0,2,1.0,1.0,55593.8,France
522,25.0,1,111432.13,1,1.0,1.0,168683.57,Germany
640,36.0,4,0.0,1,0.0,0.0,173016.46,Spain
727,31.0,2,52192.08,2,0.0,1.0,160383.47,France
654,37.0,6,83568.55,1,1.0,0.0,47046.72,France
606,36.0,10,0.0,2,0.0,1.0,155641.46,France
622,30.0,4,107879.04,1,0.0,1.0,196894.62,France
710,49.0,10,129164.88,1,1.0,1.0,193266.72,Germany
667,40.0,1,146502.07,1,1.0,0.0,19162.89,Spain
654,29.0,7,0.0,2,1.0,1.0,149184.15,France
687,38.0,0,144450.58,1,0.0,1.0,137276.83,France
606,37.0,8,154712.58,2,1.0,0.0,89099.18,Spain
706,67.0,1,123276.69,2,1.0,1.0,86507.88,Germany
576,63.0,9,70655.48,1,0.0,0.0,78955.8,France
439,28.0,7,110976.23,2,1.0,0.0,138526.96,France
596,57.0,6,0.0,2,1.0,1.0,72402.0,Spain
736,29.0,4,0.0,2,0.0,0.0,51705.01,France
561,37.0,4,101470.29,1,0.0,1.0,88838.14,Spain
530,42.0,0,99948.45,1,0.0,1.0,97338.62,Germany
597,43.0,7,119127.46,2,1.0,0.0,55809.92,Germany
722,49.0,3,168197.66,1,1.0,0.0,140765.57,France
540,37.0,3,129965.18,1,0.0,0.0,19374.08,Germany
703,39.0,1,141559.5,1,1.0,1.0,31257.1,Germany
606,37.0,6,82373.94,1,0.0,0.0,172526.9,France
468,22.0,1,76318.64,1,1.0,1.0,194783.12,France
696,47.0,1,106758.6,1,1.0,1.0,80591.18,Spain
728,30.0,10,114835.43,1,0.0,1.0,37662.49,France
841,32.0,2,117070.21,1,1.0,0.0,113482.2,Germany
785,38.0,9,107199.75,1,0.0,0.0,146398.51,Germany
607,35.0,2,0.0,2,1.0,1.0,114190.3,France
811,30.0,6,0.0,2,1.0,1.0,180591.32,France
694,29.0,5,99713.87,1,0.0,0.0,112317.89,France
578,30.0,4,169462.09,1,1.0,0.0,112187.11,France
731,42.0,9,101043.63,1,1.0,1.0,192175.52,Spain
565,44.0,1,0.0,2,0.0,1.0,89602.81,France
682,30.0,9,0.0,2,1.0,1.0,2053.42,France
729,42.0,1,0.0,2,1.0,1.0,149535.97,Spain
633,40.0,4,150578.0,1,0.0,1.0,34670.62,France
552,55.0,3,0.0,1,1.0,1.0,40333.94,Spain
652,37.0,4,92208.54,1,0.0,1.0,197699.8,France
707,36.0,6,0.0,1,0.0,0.0,98810.78,France
513,72.0,3,98903.06,1,1.0,1.0,81251.24,Spain
730,37.0,5,124053.03,1,1.0,0.0,118591.67,Germany
746,48.0,5,165282.42,1,1.0,0.0,153786.46,France
490,40.0,1,0.0,1,1.0,1.0,49594.19,France
