CustomerID,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashBackAmount,Churn
55941,6,Mobile Phone,2,26,UPI,Female,4,5,Mobile Phone,5,Divorced,4,1,13,0,3,4,160.93,1
55942,3,Mobile Phone,2,11,Credit Card,Male,4,4,Fashion,3,Married,4,1,19,0,4,11,109.83,1
55943,0,Computer,3,26,E Wallet,Female,3,3,Laptop & Accessory,2,Divorced,3,0,19,0,3,4,135.79,1
55944,25,Mobile Phone,3,18,UPI,Female,3,3,Laptop & Accessory,2,Divorced,5,0,15,3,4,7,226.77,0
55945,40,Mobile Phone,3,10,Debit Card,Female,5,3,Laptop & Accessory,2,Single,3,0,19,1,4,2,227.31,0
55946,5,Mobile Phone,3,9,Debit Card,Male,3,5,Others,1,Single,2,0,12,1,2,11,160.34,0
55947,4,Mobile Phone,3,10,Credit Card,Male,4,6,Fashion,3,Married,4,0,25,3,6,4,112.21,1
55948,0,Computer,3,22,Credit Card,Female,3,2,Grocery,5,Single,2,0,15,1,4,6,133.64,0
55949,13,Mobile Phone,1,11,Debit Card,Male,1,5,Laptop & Accessory,4,Single,3,0,25,2,4,4,190.65,0
55950,20,Computer,2,17,Debit Card,Female,4,5,Grocery,3,Divorced,1,0,11,1,2,4,180.84,0
55951,1,Phone,3,17,UPI,Male,2,3,Fashion,5,Divorced,2,1,13,2,4,1,134.05,0
55952,2,Mobile Phone,2,11,Credit Card,Male,3,3,Mobile Phone,3,Single,1,1,11,1,3,7,138.24,1
55953,18,Mobile Phone,1,15,Debit Card,Female,2,4,Fashion,4,Married,7,1,22,4,5,5,159.28,0
55954,11,Mobile Phone,1,10,COD,Female,4,5,Laptop & Accessory,2,Divorced,1,0,18,3,4,4,154.78,1
55955,0,Mobile Phone,1,14,E Wallet,Female,2,3,Mobile Phone,2,Married,2,0,26,4,5,10,175.27,1
55956,11,Computer,1,12,Credit Card,Male,2,3,Mobile Phone,5,Married,2,1,11,3,7,7,171.95,0
55957,4,Computer,1,19,E Wallet,Female,3,2,Fashion,2,Married,2,0,18,4,8,6,151.91,0
55958,5,Mobile Phone,2,24,Credit Card,Male,3,2,Laptop & Accessory,3,Single,2,0,21,0,3,6,150.79,1
55959,17,Mobile Phone,3,8,E Wallet,Male,4,6,Others,2,Single,2,1,16,1,2,1,155.18,1
55960,19,Mobile Phone,3,9,Credit Card,Female,4,2,Grocery,3,Divorced,2,0,16,1,5,13,165.73,0
55961,6,Computer,3,23,Debit Card,Male,2,4,Fashion,3,Single,2,0,14,2,6,8,130.48,1
55962,35,Computer,3,12,Debit Card,Male,2,3,Others,4,Single,8,1,25,2,5,14,205.32,0
55963,6,Computer,2,29,Debit Card,Female,3,1,Mobile Phone,4,Single,2,1,19,2,3,5,121.89,1
55964,17,Mobile Phone,1,25,Credit Card,Male,3,2,Others,2,Married,2,0,26,1,2,5,187.35,0
55965,7,Computer,1,10,Credit Card,Female,4,1,Fashion,3,Married,2,0,15,3,4,3,157.93,0
55966,27,Mobile Phone,3,18,Debit Card,Female,3,6,Laptop & Accessory,5,Married,3,0,12,2,5,7,204.05,0
55967,28,Mobile Phone,1,14,UPI,Male,4,2,Mobile Phone,3,Single,8,0,17,1,5,2,203.31,0
55968,1,Mobile Phone,3,7,E Wallet,Male,2,4,Laptop & Accessory,3,Married,3,0,22,0,4,8,108.94,0
55969,33,Mobile Phone,1,10,Credit Card,Male,4,3,Fashion,1,Married,9,0,21,1,3,6,189.78,0
55970,20,Computer,3,12,COD,Female,2,3,Fashion,3,Single,2,0,11,2,4,1,195.35,0
55971,18,Computer,2,7,COD,Female,4,2,Fashion,5,Married,6,1,18,2,3,6,167.58,1
55972,2,Mobile Phone,3,9,Debit Card,Female,3,1,Mobile Phone,5,Divorced,2,0,11,1,4,11,126.16,0
55973,19,Phone,1,17,E Wallet,Male,4,4,Mobile Phone,4,Married,3,0,22,2,4,0,175.08,0
55974,22,Mobile Phone,1,10,UPI,Male,2,4,Others,2,Single,1,0,16,1,4,6,193.28,0
55975,4,Computer,2,15,Debit Card,Female,3,2,Laptop & Accessory,4,Married,1,1,11,1,5,5,162.82,0
55976,36,Computer,3,14,Debit Card,Female,4,4,Laptop & Accessory,3,Single,2,0,20,0,4,6,201.72,0
55977,0,Mobile Phone,2,9,Debit Card,Male,4,3,Fashion,3,Married,1,0,26,1,3,3,145.48,0
55978,1,Computer,3,23,Debit Card,Male,3,2,Fashion,4,Divorced,2,0,16,2,3,11,132.13,0
55979,9,Mobile Phone,3,7,COD,Male,3,4,Others,2,Divorced,2,0,23,0,2,1,143.84,0
55980,10,Mobile Phone,3,23,E Wallet,Male,2,3,Mobile Phone,3,Divorced,7,0,26,0,3,11,160.22,1
55981,12,Computer,2,11,Debit Card,Male,2,3,Laptop & Accessory,3,Married,1,1,20,2,5,1,169.21,0
55982,0,Computer,1,12,E Wallet,Female,2,2,Grocery,5,Married,3,1,20,4,6,14,110.63,0
55983,38,Computer,1,15,Debit Card,Female,4,3,Mobile Phone,1,Single,2,0,13,0,2,7,211.51,0
55984,0,Computer,3,15,Credit Card,Male,2,2,Laptop & Accessory,3,Divorced,1,0,23,3,6,1,142.75,0
55985,1,Mobile Phone,3,17,Credit Card,Male,2,2,Mobile Phone,2,Married,1,0,18,3,7,6,114.11,0
55986,0,Mobile Phone,3,18,Debit Card,Male,4,2,Mobile Phone,4,Married,5,0,15,0,4,2,137.76,0
55987,10,Phone,1,16,Credit Card,Female,4,3,Laptop & Accessory,2,Married,2,0,11,3,6,5,134.58,0
55988,32,Mobile Phone,1,17,E Wallet,Female,3,3,Laptop & Accessory,2,Married,4,0,15,1,5,9,212.89,0
55989,13,Computer,3,28,Debit Card,Male,3,1,Laptop & Accessory,4,Married,2,1,16,2,5,3,168.69,0
55990,20,Mobile Phone,1,7,UPI,Male,3,3,Grocery,2,Married,6,1,17,1,4,5,214.14,0
55991,0,Computer,3,13,Debit Card,Female,3,1,Mobile Phone,3,Divorced,4,0,13,4,8,3,142.01,0
55992,9,Mobile Phone,1,15,Credit Card,Male,1,5,Fashion,1,Married,2,0,16,4,5,5,158.39,1
55993,7,Phone,2,7,UPI,Male,3,4,Others,3,Single,5,0,24,3,6,11,156.76,0
55994,8,Computer,3,8,Debit Card,Female,3,4,Fashion,4,Single,1,1,19,1,4,8,172.58,1
55995,0,Phone,1,8,E Wallet,Female,2,2,Laptop & Accessory,3,Married,1,0,17,1,3,6,139.14,0
55996,13,Mobile Phone,1,10,Credit Card,Male,2,6,Mobile Phone,1,Single,3,0,11,1,2,7,147.09,0
55997,8,Computer,3,18,Credit Card,Male,4,5,Mobile Phone,4,Married,4,0,19,0,4,6,148.67,0
55998,17,Computer,2,9,Debit Card,Female,4,3,Fashion,2,Single,3,1,23,1,4,11,187.28,0
55999,7,Computer,3,11,E Wallet,Male,4,1,Others,5,Single,4,0,23,2,3,10,174.82,0
56000,1,Phone,3,15,Credit Card,Female,3,3,Laptop & Accessory,4,Single,2,0,26,6,10,8,146.87,0
56001,12,Mobile Phone,1,13,Credit Card,Female,3,2,Grocery,1,Divorced,5,0,21,2,5,4,170.93,0
56002,2,Mobile Phone,1,14,E Wallet,Female,2,3,Laptop & Accessory,5,Divorced,8,0,15,4,6,3,139.66,0
56003,24,Mobile Phone,2,22,COD,Male,2,6,Grocery,1,Single,2,0,11,2,3,11,208.6,0
56004,11,Mobile Phone,1,18,Credit Card,Male,2,4,Fashion,3,Married,2,1,20,2,5,23,176.05,1
56005,2,Phone,2,26,E Wallet,Male,2,2,Laptop & Accessory,2,Married,3,1,26,2,4,6,130.37,0
56006,39,Mobile Phone,3,9,COD,Female,3,3,Fashion,1,Married,2,0,17,0,4,2,239.22,0
56007,8,Mobile Phone,1,20,Debit Card,Male,4,5,Others,1,Single,1,0,15,2,3,6,113.51,0
56008,0,Mobile Phone,2,8,Credit Card,Female,4,2,Mobile Phone,1,Single,4,0,13,2,6,1,153.06,0
56009,11,Mobile Phone,1,7,Debit Card,Male,3,4,Laptop & Accessory,4,Single,3,0,23,2,3,11,133.52,0
56010,3,Mobile Phone,1,18,UPI,Female,3,1,Others,2,Single,1,1,26,4,5,6,141.84,1
56011,19,Mobile Phone,2,18,Debit Card,Female,2,3,Mobile Phone,1,Single,3,0,24,1,4,8,179.69,0
56012,20,Mobile Phone,3,10,Credit Card,Male,4,4,Mobile Phone,2,Divorced,10,1,20,1,3,10,184.86,0
56013,46,Mobile Phone,1,9,E Wallet,Male,3,3,Others,1,Divorced,3,0,25,1,2,9,227.06,0
56014,8,Phone,2,17,E Wallet,Female,3,3,Fashion,1,Divorced,6,1,22,1,4,4,154.51,1
56015,7,Mobile Phone,2,8,Credit Card,Female,2,3,Fashion,4,Married,5,0,13,0,4,12,151.92,0
56016,16,Mobile Phone,1,9,E Wallet,Male,4,3,Fashion,1,Married,1,1,23,2,5,2,187.54,0
56017,1,Phone,2,14,COD,Female,2,2,Fashion,5,Married,2,0,15,3,7,6,134.52,0
56018,9,Computer,3,27,UPI,Female,4,3,Grocery,2,Divorced,3,0,17,1,2,11,159.7,0
56019,9,Phone,2,15,E Wallet,Female,2,6,Laptop & Accessory,5,Single,3,0,20,2,4,3,130.72,1
56020,1,Phone,1,11,COD,Male,1,2,Others,4,Married,2,0,16,2,6,10,154.34,0
56021,6,Mobile Phone,2,18,UPI,Male,3,1,Mobile Phone,2,Divorced,1,0,23,1,2,12,129.03,0
56022,23,Computer,2,30,E Wallet,Male,1,3,Mobile Phone,2,Married,2,0,24,2,3,0,168.68,0
56023,23,Mobile Phone,1,18,COD,Male,1,3,Grocery,2,Married,3,0,24,4,7,10,213.4,0
56024,1,Mobile Phone,1,11,UPI,Female,3,2,Mobile Phone,2,Single,2,0,15,2,3,5,111.73,1
56025,1,Computer,1,10,Credit Card,Male,2,3,Fashion,2,Married,2,0,13,1,4,10,139.23,1
56026,3,Mobile Phone,1,39,Credit Card,Male,3,3,Mobile Phone,3,Married,5,0,23,1,4,6,139.75,1
56027,24,Computer,1,12,Debit Card,Male,3,4,Fashion,4,Single,2,0,14,0,3,2,206.9,0
56028,1,Computer,2,16,Debit Card,Male,2,3,Mobile Phone,2,Single,7,1,26,2,3,3,132.55,1
56029,15,Mobile Phone,1,22,E Wallet,Male,2,6,Laptop & Accessory,4,Divorced,1,1,21,1,5,10,172.5,0
56030,1,Computer,3,12,Credit Card,Female,1,4,Others,4,Married,1,0,20,1,4,6,119.61,1
56031,11,Mobile Phone,2,13,E Wallet,Male,3,3,Fashion,3,Single,2,0,25,0,4,9,166.36,0
56032,5,Mobile Phone,3,31,COD,Male,2,3,Laptop & Accessory,1,Single,1,0,22,0,2,13,137.93,1
56033,18,Computer,2,15,Credit Card,Male,1,4,Laptop & Accessory,3,Married,2,0,17,1,5,5,173.34,0
56034,3,Mobile Phone,1,21,Debit Card,Male,2,4,Mobile Phone,3,Divorced,3,0,12,4,7,11,135.17,0
56035,12,Computer,2,24,E Wallet,Male,1,3,Fashion,5,Divorced,2,0,19,2,5,7,183.05,1
56036,3,Mobile Phone,3,19,Debit Card,Male,4,2,Laptop & Accessory,5,Married,5,0,12,1,3,14,133.71,1
56037,15,Mobile Phone,1,11,E Wallet,Male,2,3,Others,1,Married,2,0,21,2,4,6,159.78,0
56038,24,Computer,1,10,Credit Card,Male,3,4,Others,1,Married,2,0,19,0,1,8,219.83,0
56039,1,Computer,1,28,E Wallet,Female,4,3,Grocery,4,Married,1,0,25,1,5,7,117.49,0
56040,24,Mobile Phone,1,13,Credit Card,Male,4,5,Laptop & Accessory,1,Single,2,1,24,0,4,5,177.83,0
56041,10,Mobile Phone,1,8,Debit Card,Male,3,4,Others,2,Single,1,0,26,2,5,13,157.44,0
56042,1,Computer,1,44,Debit Card,Male,4,3,Fashion,5,Married,2,0,25,5,9,6,147.29,1
56043,6,Mobile Phone,1,20,E Wallet,Female,3,2,Fashion,3,Married,4,0,14,2,3,7,129.58,0
56044,2,Computer,2,11,Credit Card,Female,3,2,Laptop & Accessory,4,Single,2,0,20,1,3,1,131.0,0
56045,14,Mobile Phone,1,14,Credit Card,Male,3,3,Fashion,2,Divorced,1,0,15,3,4,1,158.74,0
56046,17,Computer,2,9,Credit Card,Male,3,2,Mobile Phone,4,Married,2,0,16,3,5,4,173.33,0
56047,1,Phone,2,11,UPI,Male,3,1,Mobile Phone,3,Married,5,0,21,1,5,11,134.59,0
56048,8,Mobile Phone,2,8,COD,Female,4,2,Laptop & Accessory,4,Married,2,0,26,2,5,18,168.46,0
56049,20,Computer,1,5,Credit Card,Male,3,3,Mobile Phone,2,Married,3,0,19,2,3,1,171.42,0
56050,33,Computer,2,15,E Wallet,Female,4,4,Laptop & Accessory,1,Divorced,3,1,24,1,4,9,202.66,1
56051,8,Computer,1,22,Debit Card,Male,3,2,Laptop & Accessory,1,Married,8,1,11,0,2,16,163.15,0
56052,36,Mobile Phone,2,30,E Wallet,Female,4,3,Laptop & Accessory,4,Single,2,1,22,0,1,16,205.82,0
56053,9,Computer,2,29,Credit Card,Female,4,3,Grocery,4,Married,4,1,24,2,3,18,139.35,1
56054,6,Computer,1,19,E Wallet,Male,3,3,Fashion,1,Married,3,0,22,1,5,15,136.42,1
56055,22,Computer,1,18,Debit Card,Female,4,4,Grocery,3,Single,3,1,25,2,6,8,212.83,0
56056,8,Computer,1,24,UPI,Female,3,3,Mobile Phone,1,Single,5,0,15,1,2,5,154.2,0
56057,7,Mobile Phone,1,9,Debit Card,Male,2,3,Mobile Phone,1,Married,1,0,15,0,1,10,140.81,1
56058,8,Phone,1,9,COD,Female,1,5,Fashion,3,Married,5,0,22,1,3,14,118.71,0
56059,22,Mobile Phone,3,12,Debit Card,Female,2,2,Mobile Phone,2,Married,1,1,14,1,5,7,196.48,1
56060,21,Mobile Phone,1,12,Debit Card,Female,4,4,Mobile Phone,3,Divorced,4,1,17,4,6,5,176.18,0
56061,6,Mobile Phone,2,12,Credit Card,Female,1,3,Mobile Phone,4,Married,2,0,18,1,4,2,166.89,1
56062,4,Mobile Phone,2,13,UPI,Female,2,3,Laptop & Accessory,5,Married,3,1,16,4,5,2,167.35,0
56063,8,Mobile Phone,2,15,Credit Card,Female,2,1,Laptop & Accessory,2,Divorced,1,0,20,3,7,19,156.51,1
56064,10,Mobile Phone,3,17,Debit Card,Female,1,4,Fashion,3,Single,4,0,18,2,5,16,133.86,0
56065,3,Mobile Phone,3,15,UPI,Male,4,2,Fashion,2,Married,2,0,16,1,3,1,127.26,0
56066,18,Computer,3,11,Credit Card,Female,2,3,Fashion,4,Single,4,0,15,1,2,4,140.68,0
56067,7,Mobile Phone,3,10,Debit Card,Male,3,4,Laptop & Accessory,4,Married,3,0,13,3,4,20,169.52,0
56068,4,Mobile Phone,1,17,Credit Card,Male,2,3,Mobile Phone,4,Single,2,0,22,2,6,11,148.28,0
56069,1,Mobile Phone,2,26,E Wallet,Male,3,3,Others,3,Married,3,0,21,1,2,15,112.29,0
56070,3,Mobile Phone,3,14,E Wallet,Female,2,2,Grocery,3,Single,1,0,17,0,2,4,114.8,0
56071,35,Mobile Phone,2,12,E Wallet,Female,1,4,Fashion,2,Divorced,10,0,18,0,3,12,206.53,0
56072,4,Computer,3,14,UPI,Female,3,3,Others,4,Married,3,1,16,2,6,11,157.71,0
56073,2,Phone,1,17,UPI,Male,3,3,Fashion,4,Single,3,0,18,3,4,2,125.53,0
56074,7,Computer,2,10,E Wallet,Male,3,3,Mobile Phone,5,Single,6,0,13,2,3,0,165.91,0
56075,4,Computer,3,8,Debit Card,Male,1,2,Fashion,3,Single,2,1,19,5,8,4,156.67,0
56076,0,Mobile Phone,1,10,E Wallet,Male,3,3,Mobile Phone,4,Married,2,0,16,1,5,9,144.19,0
56077,4,Mobile Phone,3,14,COD,Male,4,3,Grocery,3,Married,3,1,11,3,6,2,140.85,1
56078,9,Mobile Phone,1,11,Credit Card,Male,1,3,Mobile Phone,4,Divorced,6,0,11,3,5,26,185.69,0
56079,9,Computer,2,10,E Wallet,Male,3,2,Fashion,3,Single,3,1,24,1,4,11,165.97,0
56080,5,Mobile Phone,3,12,E Wallet,Female,2,4,Laptop & Accessory,3,Married,1,0,15,6,9,4,153.43,1
56081,7,Computer,1,26,E Wallet,Male,4,4,Others,1,Married,5,0,26,1,2,12,147.86,0
56082,40,Mobile Phone,1,13,COD,Male,2,1,Laptop & Accessory,4,Divorced,2,1,25,2,5,5,207.13,0
56083,5,Mobile Phone,1,9,Credit Card,Male,4,3,Fashion,4,Married,5,0,20,2,6,5,143.09,0
56084,3,Phone,3,26,Credit Card,Female,4,1,Mobile Phone,2,Married,9,1,13,0,3,4,131.35,0
56085,3,Computer,3,21,Debit Card,Female,2,2,Laptop & Accessory,3,Married,4,0,17,0,4,4,153.04,0
56086,7,Computer,1,16,COD,Male,3,3,Mobile Phone,3,Married,2,0,26,4,5,1,183.03,0
56087,17,Computer,1,26,Debit Card,Female,3,2,Laptop & Accessory,2,Divorced,2,1,24,3,7,11,194.52,0
56088,2,Computer,3,17,COD,Female,3,3,Fashion,3,Single,4,0,24,3,7,6,128.07,0
56089,14,Computer,3,17,Debit Card,Male,3,4,Laptop & Accessory,3,Single,1,0,15,0,2,4,173.83,0
56090,0,Phone,1,14,Debit Card,Female,3,3,Laptop & Accessory,1,Single,4,1,24,3,6,1,134.93,1
56091,6,Mobile Phone,1,24,Credit Card,Female,4,2,Others,2,Married,2,0,26,2,5,1,149.79,0
56092,17,Computer,3,9,E Wallet,Male,2,3,Grocery,1,Single,1,0,18,1,2,2,143.89,1
56093,4,Computer,2,21,Credit Card,Female,1,3,Laptop & Accessory,4,Single,3,0,11,3,6,4,149.15,0
56094,9,Mobile Phone,3,43,Credit Card,Female,5,5,Laptop & Accessory,4,Married,3,0,18,2,4,5,143.15,0
56095,2,Computer,2,24,Credit Card,Female,3,3,Fashion,2,Married,3,1,23,2,4,6,125.35,1
56096,16,Phone,2,20,COD,Male,3,4,Mobile Phone,3,Single,2,0,23,3,4,7,213.28,0
56097,0,Mobile Phone,2,11,COD,Female,4,6,Laptop & Accessory,3,Married,6,1,13,3,6,2,112.56,0
56098,22,Mobile Phone,3,33,Credit Card,Male,3,3,Fashion,2,Divorced,1,0,18,2,4,11,228.81,0
56099,2,Mobile Phone,1,10,E Wallet,Female,2,2,Laptop & Accessory,4,Single,1,1,26,2,6,8,139.09,0
56100,24,Computer,1,15,E Wallet,Female,4,4,Fashion,4,Single,2,1,15,2,3,7,194.48,0
56101,5,Computer,1,15,E Wallet,Female,2,4,Laptop & Accessory,2,Married,2,0,25,1,3,9,150.69,1
56102,15,Mobile Phone,3,6,Debit Card,Male,1,4,Mobile Phone,3,Single,1,1,20,4,5,5,180.14,1
56103,4,Mobile Phone,2,17,Credit Card,Female,2,5,Laptop & Accessory,2,Married,9,0,21,5,7,10,118.75,0
56104,28,Mobile Phone,1,11,E Wallet,Male,4,2,Laptop & Accessory,1,Divorced,9,1,24,2,4,2,178.21,1
56105,1,Computer,2,6,Debit Card,Male,1,2,Fashion,2,Married,4,0,14,4,6,4,142.12,1
56106,2,Mobile Phone,1,22,Credit Card,Male,3,3,Fashion,4,Single,2,0,13,2,3,4,133.5,1
56107,8,Mobile Phone,1,14,Debit Card,Male,2,3,Laptop & Accessory,4,Married,2,0,23,2,5,5,171.45,0
56108,1,Computer,1,8,UPI,Female,3,4,Fashion,2,Divorced,5,1,12,2,3,6,88.56,1
56109,2,Mobile Phone,2,21,UPI,Male,3,2,Laptop & Accessory,1,Married,1,0,15,3,4,10,135.98,0
56110,34,Mobile Phone,3,10,Debit Card,Male,3,3,Laptop & Accessory,4,Married,1,0,23,0,3,2,200.54,0
56111,45,Mobile Phone,3,10,E Wallet,Male,2,5,Mobile Phone,3,Married,2,0,18,0,4,5,244.87,0
56112,5,Mobile Phone,3,19,Credit Card,Female,2,2,Others,1,Single,10,0,13,0,4,10,148.24,0
56113,30,Mobile Phone,2,7,E Wallet,Female,1,2,Others,4,Married,1,0,20,0,4,3,214.38,0
56114,9,Phone,3,15,Credit Card,Female,4,3,Mobile Phone,3,Married,3,0,18,1,4,5,169.87,0
56115,3,Computer,1,19,Credit Card,Male,3,1,Grocery,1,Single,5,1,19,3,5,2,151.21,0
56116,14,Computer,1,9,UPI,Female,2,2,Fashion,1,Single,1,1,25,3,7,8,169.49,1
56117,12,Phone,1,11,E Wallet,Female,4,3,Fashion,4,Married,1,0,19,3,5,2,179.34,0
56118,54,Mobile Phone,2,17,Debit Card,Female,4,1,Fashion,2,Married,2,0,19,9,10,13,296.08,0
56119,3,Mobile Phone,1,23,Debit Card,Female,2,3,Fashion,3,Single,3,1,18,0,4,8,134.08,1
56120,13,Mobile Phone,1,32,COD,Female,3,2,Mobile Phone,1,Divorced,2,1,16,1,5,1,189.77,1
56121,0,Computer,2,26,Debit Card,Female,2,4,Grocery,4,Married,3,0,22,0,4,6,168.68,1
56122,1,Computer,1,23,E Wallet,Male,3,3,Mobile Phone,1,Married,1,0,16,1,3,7,126.18,0
56123,0,Mobile Phone,2,18,Credit Card,Male,3,4,Fashion,4,Single,4,0,16,1,2,8,128.4,1
56124,61,Mobile Phone,2,10,Debit Card,Male,3,2,Grocery,3,Married,2,0,16,1,3,8,294.0,0
56125,19,Mobile Phone,1,21,E Wallet,Female,2,1,Fashion,1,Single,2,0,12,0,1,7,165.7,0
56126,18,Mobile Phone,1,13,COD,Male,1,3,Mobile Phone,3,Married,4,0,15,2,3,14,170.29,0
56127,8,Computer,1,9,Debit Card,Male,3,1,Mobile Phone,3,Married,2,0,19,0,3,5,159.46,0
56128,4,Mobile Phone,1,15,Debit Card,Female,5,4,Fashion,2,Married,3,1,22,3,4,17,164.39,0
56129,1,Phone,2,26,UPI,Male,3,2,Laptop & Accessory,4,Single,1,1,15,1,5,3,110.76,0
56130,4,Mobile Phone,3,9,Credit Card,Male,3,2,Fashion,4,Single,2,0,11,4,8,8,153.47,0
56131,5,Computer,1,45,E Wallet,Male,2,4,Mobile Phone,1,Married,1,0,19,0,1,8,140.74,1
56132,16,Phone,1,13,Credit Card,Female,3,4,Laptop & Accessory,2,Married,2,0,13,3,5,21,171.5,0
56133,9,Phone,3,10,Credit Card,Male,3,1,Others,2,Single,9,0,13,2,6,8,182.2,1
56134,0,Mobile Phone,1,12,Debit Card,Female,3,3,Mobile Phone,3,Married,2,0,25,3,6,46,141.84,0
56135,0,Mobile Phone,1,33,Credit Card,Female,4,3,Mobile Phone,1,Married,1,0,15,1,2,1,113.78,1
56136,1,Mobile Phone,2,12,Debit Card,Male,3,3,Mobile Phone,4,Divorced,9,0,15,0,4,13,146.86,1
56137,6,Mobile Phone,2,10,E Wallet,Female,4,2,Fashion,1,Married,2,0,12,1,5,2,124.92,0
56138,32,Computer,2,21,Credit Card,Female,2,4,Laptop & Accessory,2,Divorced,4,0,23,1,5,6,204.63,0
56139,12,Phone,3,22,UPI,Female,2,2,Fashion,4,Married,5,0,16,1,4,11,140.59,0
56140,19,Mobile Phone,1,7,COD,Female,2,3,Mobile Phone,4,Married,2,1,23,1,3,8,144.5,1
56141,7,Mobile Phone,2,25,COD,Male,4,4,Fashion,3,Married,3,0,19,4,6,2,158.62,0
56142,5,Mobile Phone,1,16,E Wallet,Male,3,2,Fashion,4,Single,1,0,24,4,5,13,148.78,1
56143,1,Computer,3,14,Credit Card,Male,2,1,Laptop & Accessory,3,Single,2,0,23,4,5,1,146.33,0
56144,25,Phone,3,12,Credit Card,Male,2,4,Fashion,3,Single,5,0,13,1,3,9,194.48,1
56145,18,Mobile Phone,1,11,E Wallet,Female,4,3,Mobile Phone,2,Married,5,0,15,3,6,5,150.8,0
56146,2,Mobile Phone,1,17,E Wallet,Female,2,3,Mobile Phone,5,Married,2,0,12,1,5,7,137.63,0
56147,8,Computer,1,10,Debit Card,Male,2,3,Mobile Phone,5,Single,1,0,16,0,2,38,160.95,0
56148,8,Computer,1,25,COD,Female,2,2,Fashion,5,Divorced,3,0,22,3,6,5,171.24,0
56149,11,Mobile Phone,1,52,Debit Card,Male,4,4,Laptop & Accessory,5,Married,1,0,13,0,2,10,176.11,0
56150,35,Computer,2,14,E Wallet,Male,2,2,Fashion,4,Married,5,0,22,2,4,14,192.82,0
56151,10,Phone,3,35,Credit Card,Female,2,2,Mobile Phone,5,Single,3,1,16,3,5,12,171.45,0
56152,9,Computer,1,17,Credit Card,Male,3,3,Laptop & Accessory,5,Divorced,2,0,13,3,6,14,150.04,0
56153,0,Computer,1,15,Credit Card,Male,3,4,Mobile Phone,2,Single,2,1,15,0,4,5,132.74,1
56154,0,Mobile Phone,1,19,Debit Card,Female,3,4,Fashion,4,Single,3,0,26,1,5,12,137.32,0
56155,2,Computer,1,17,COD,Female,4,1,Mobile Phone,3,Married,5,0,20,1,4,8,132.95,0
56156,0,Mobile Phone,1,19,COD,Male,5,4,Grocery,3,Married,3,0,20,3,6,7,139.0,0
56157,16,Mobile Phone,3,19,Credit Card,Female,3,3,Fashion,1,Married,1,0,15,3,4,5,189.96,0
56158,15,Mobile Phone,1,12,Debit Card,Male,2,3,Fashion,5,Divorced,3,0,17,1,5,7,165.03,0
56159,1,Mobile Phone,3,16,Debit Card,Male,3,5,Laptop & Accessory,2,Single,2,0,22,2,6,1,141.67,0
56160,21,Mobile Phone,2,19,Debit Card,Female,2,2,Mobile Phone,2,Single,3,0,14,2,3,7,168.62,0
56161,2,Mobile Phone,2,21,E Wallet,Male,3,3,Grocery,4,Single,1,0,14,4,7,2,154.91,1
56162,4,Computer,1,10,Credit Card,Female,2,3,Fashion,1,Single,1,0,15,4,5,2,147.69,1
56163,3,Computer,2,13,Credit Card,Male,3,3,Laptop & Accessory,2,Divorced,4,0,19,1,3,5,142.03,1
56164,5,Mobile Phone,2,12,Credit Card,Male,4,4,Grocery,3,Single,3,1,19,1,2,9,152.35,1
56165,3,Mobile Phone,1,8,UPI,Male,2,3,Mobile Phone,5,Married,2,1,20,1,2,6,146.58,0
56166,8,Computer,1,16,Debit Card,Male,3,3,Others,3,Divorced,7,0,26,2,4,5,155.73,0
56167,6,Mobile Phone,3,17,Credit Card,Female,3,3,Mobile Phone,2,Divorced,1,1,14,0,2,5,132.17,0
56168,51,Phone,1,29,E Wallet,Female,3,3,Fashion,3,Married,6,0,24,1,2,6,265.69,0
56169,0,Mobile Phone,2,11,COD,Male,3,3,Fashion,3,Single,5,0,23,1,5,7,126.49,0
56170,1,Computer,1,14,E Wallet,Male,2,2,Laptop & Accessory,5,Married,3,0,22,2,3,4,108.03,1
56171,0,Mobile Phone,1,24,Credit Card,Female,4,2,Fashion,4,Single,3,1,23,1,5,7,137.06,1
56172,11,Computer,1,19,E Wallet,Male,3,2,Laptop & Accessory,4,Single,1,0,25,3,6,16,152.28,0
56173,0,Computer,1,33,COD,Female,3,4,Grocery,3,Divorced,2,0,15,1,3,11,144.38,0
56174,21,Phone,2,18,UPI,Female,4,4,Others,5,Married,3,1,17,5,8,9,200.95,1
56175,8,Phone,2,15,Debit Card,Male,5,3,Laptop & Accessory,5,Divorced,2,0,22,0,2,8,177.49,1
56176,8,Mobile Phone,3,12,Credit Card,Male,3,5,Grocery,4,Divorced,6,0,17,4,6,12,183.65,0
56177,9,Computer,3,10,E Wallet,Female,2,2,Laptop & Accessory,4,Married,1,0,11,1,3,14,151.62,0
56178,2,Mobile Phone,1,16,E Wallet,Female,4,4,Mobile Phone,5,Married,2,0,25,3,6,7,150.09,1
56179,2,Computer,2,13,Credit Card,Female,3,2,Laptop & Accessory,2,Married,6,0,13,2,6,8,166.81,0
