Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,Complain,OrderAmountHikeFromlastYear,DaySinceLastOrder,CashBackAmount,CityTier,PreferredPaymentMode,Gender,PreferedOrderCat,MaritalStatus
2,16,4,2,3,0,16,8,139.78,1,Debit Card,Female,Others,Married
14,14,3,3,2,0,15,1,158.74,1,Credit Card,Male,Fashion,Divorced
7,35,2,5,5,0,16,9,150.81,1,Debit Card,Male,Mobile Phone,Married
2,13,2,3,3,0,13,2,163.07,3,Debit Card,Male,Mobile Phone,Married
3,21,3,5,5,0,20,4,143.22,3,E Wallet,Male,Fashion,Married
2,21,3,3,3,0,11,17,144.95,3,Debit Card,Female,Mobile Phone,Divorced
24,8,4,4,2,1,23,3,207.0,1,Credit Card,Female,Fashion,Married
0,18,2,4,1,0,17,12,181.81,1,Credit Card,Male,Fashion,Married
7,7,2,5,3,0,18,10,160.81,3,E Wallet,Female,Grocery,Married
13,16,4,2,5,0,19,7,172.79,1,UPI,Male,Laptop & Accessory,Divorced
0,16,5,1,5,0,11,8,124.3,3,UPI,Male,Mobile Phone,Married
29,10,1,3,3,1,18,5,238.57,3,E Wallet,Female,Fashion,Married
1,10,2,3,2,0,13,10,139.23,1,Credit Card,Male,Fashion,Married
1,19,3,4,4,0,20,5,152.39,1,Debit Card,Male,Fashion,Married
12,7,3,3,5,0,12,4,154.5,1,Credit Card,Female,Fashion,Married
23,26,4,3,5,0,14,3,168.23,2,UPI,Female,Fashion,Married
0,18,3,5,3,0,25,6,138.67,3,UPI,Male,Fashion,Single
3,19,3,2,1,0,14,3,137.19,3,Debit Card,Male,Laptop & Accessory,Married
0,11,1,5,2,1,26,4,111.84,2,E Wallet,Male,Fashion,Married
17,10,3,3,4,0,14,2,187.72,2,Credit Card,Male,Others,Single
7,17,1,3,1,0,12,3,159.95,1,E Wallet,Female,Mobile Phone,Single
18,10,3,1,1,1,17,6,189.9,2,Credit Card,Female,Laptop & Accessory,Single
21,20,3,2,4,1,11,2,183.04,2,Debit Card,Male,Fashion,Married
2,11,3,1,4,0,17,3,158.94,1,Debit Card,Female,Fashion,Married
29,15,2,3,3,0,17,5,217.66,1,Debit Card,Male,Mobile Phone,Married
11,14,3,3,3,1,21,1,183.28,3,E Wallet,Male,Fashion,Single
6,19,2,3,5,0,11,4,168.59,1,UPI,Female,Fashion,Married
6,26,1,1,2,0,13,3,138.23,1,UPI,Male,Mobile Phone,Divorced
17,18,1,4,1,1,20,9,201.14,2,Debit Card,Female,Fashion,Married
26,25,4,1,2,0,14,6,181.46,3,E Wallet,Male,Mobile Phone,Married
0,31,1,4,5,0,26,3,142.09,3,UPI,Male,Grocery,Married
4,9,2,4,3,0,11,4,108.65,2,Credit Card,Female,Mobile Phone,Single
5,23,4,3,3,0,18,6,122.23,3,COD,Female,Fashion,Married
12,27,3,2,4,0,13,3,172.33,2,Debit Card,Female,Fashion,Married
19,50,4,4,3,0,25,9,162.97,1,E Wallet,Female,Fashion,Single
3,9,3,3,3,0,19,3,138.6,2,Debit Card,Male,Mobile Phone,Married
47,13,4,4,3,1,21,7,258.01,3,Debit Card,Female,Fashion,Single
2,11,5,4,3,1,15,4,141.03,1,UPI,Male,Fashion,Married
2,17,2,3,3,1,20,8,125.92,1,Debit Card,Male,Mobile Phone,Divorced
5,9,3,5,3,0,17,13,134.93,1,Debit Card,Male,Grocery,Married
14,11,2,4,3,0,11,7,144.3,1,Debit Card,Male,Fashion,Single
4,12,3,4,2,0,19,11,164.62,3,Credit Card,Female,Grocery,Married
8,14,4,3,4,1,25,8,184.04,2,Debit Card,Male,Mobile Phone,Divorced
1,12,3,3,3,0,19,3,128.17,1,Credit Card,Female,Others,Married
16,13,2,4,2,1,22,8,190.24,1,Debit Card,Male,Fashion,Married
0,8,2,3,3,1,20,3,110.52,1,Credit Card,Male,Laptop & Accessory,Married
14,19,2,2,4,0,20,4,157.35,3,Debit Card,Female,Mobile Phone,Single
4,18,3,3,4,1,17,14,148.74,1,E Wallet,Male,Laptop & Accessory,Divorced
20,7,1,1,1,1,16,2,178.59,2,UPI,Male,Laptop & Accessory,Married
7,24,2,5,3,0,14,12,132.1,2,Credit Card,Female,Laptop & Accessory,Married
2,7,2,3,1,0,24,17,150.9,2,Credit Card,Female,Others,Single
2,26,3,3,5,0,21,18,164.78,1,Credit Card,Male,Laptop & Accessory,Married
2,9,1,1,4,0,26,5,159.92,3,Debit Card,Male,Mobile Phone,Married
41,9,5,3,2,0,24,4,197.67,3,Debit Card,Female,Mobile Phone,Single
21,11,4,1,5,0,23,17,199.25,3,COD,Female,Fashion,Married
2,9,2,1,4,0,22,20,140.34,2,Credit Card,Male,Others,Single
2,13,2,2,3,1,15,8,149.33,2,COD,Female,Fashion,Married
11,18,2,4,3,1,20,23,176.05,1,Credit Card,Male,Fashion,Married
44,19,3,3,4,0,24,14,202.6,3,Credit Card,Female,Fashion,Single
16,11,4,2,4,0,14,29,172.61,3,UPI,Female,Others,Married
0,16,4,3,3,0,12,7,137.69,1,E Wallet,Male,Laptop & Accessory,Married
3,18,4,3,4,0,11,9,136.65,1,Debit Card,Male,Mobile Phone,Married
6,13,3,2,4,0,20,11,120.95,1,Debit Card,Male,Laptop & Accessory,Married
17,19,2,5,3,0,25,2,200.66,3,E Wallet,Female,Laptop & Accessory,Married
16,19,3,5,4,0,12,3,197.63,1,Credit Card,Male,Fashion,Married
4,23,3,2,3,1,25,3,142.89,2,Debit Card,Female,Laptop & Accessory,Married
5,26,3,3,1,0,14,2,150.99,3,Credit Card,Male,Laptop & Accessory,Single
4,11,2,4,1,0,25,9,145.75,1,COD,Male,Laptop & Accessory,Single
16,6,2,2,2,0,16,11,175.29,3,Credit Card,Male,Laptop & Accessory,Single
1,16,2,2,3,1,21,6,125.61,2,UPI,Female,Mobile Phone,Single
7,14,4,2,4,0,19,4,174.1,1,COD,Male,Mobile Phone,Married
1,22,3,2,3,0,25,0,139.45,3,Debit Card,Female,Fashion,Married
4,14,2,2,4,0,26,7,128.85,3,COD,Female,Fashion,Married
20,7,3,3,2,1,17,5,214.14,1,UPI,Male,Grocery,Married
24,22,3,5,4,1,13,9,179.62,1,Credit Card,Male,Laptop & Accessory,Married
9,8,5,2,4,0,19,14,134.66,1,E Wallet,Male,Mobile Phone,Married
34,14,2,1,5,1,18,16,212.55,1,Credit Card,Female,Laptop & Accessory,Married
0,13,3,5,3,0,14,5,140.65,2,Debit Card,Male,Mobile Phone,Single
6,20,2,3,3,0,19,7,133.24,1,Credit Card,Male,Mobile Phone,Divorced
42,16,2,2,2,0,16,4,246.36,1,UPI,Male,Laptop & Accessory,Divorced
8,16,4,3,4,0,12,4,159.22,2,Debit Card,Female,Grocery,Divorced
1,29,4,1,2,1,19,3,147.39,3,Credit Card,Male,Laptop & Accessory,Single
3,25,2,3,5,1,22,3,138.9,1,Debit Card,Female,Mobile Phone,Married
14,9,3,3,4,0,18,17,168.71,3,UPI,Male,Laptop & Accessory,Married
6,20,3,3,3,0,18,9,194.42,2,E Wallet,Male,Fashion,Divorced
7,21,3,1,4,0,16,18,173.63,1,Credit Card,Male,Grocery,Single
41,11,3,5,3,0,22,6,214.65,3,Credit Card,Male,Laptop & Accessory,Married
41,12,4,1,1,0,18,21,262.55,2,Debit Card,Female,Laptop & Accessory,Married
8,18,2,5,3,0,26,7,140.07,3,Credit Card,Female,Laptop & Accessory,Married
5,11,3,3,3,0,23,10,135.33,1,COD,Female,Mobile Phone,Divorced
13,22,3,3,3,0,22,4,157.28,1,E Wallet,Female,Fashion,Single
20,31,3,1,1,0,14,6,163.06,1,UPI,Female,Mobile Phone,Married
0,10,3,1,4,0,26,11,153.08,1,Debit Card,Male,Fashion,Single
1,19,4,3,4,0,16,6,110.19,2,Debit Card,Male,Laptop & Accessory,Single
37,13,4,3,2,1,24,11,215.22,1,E Wallet,Male,Mobile Phone,Married
1,8,1,3,2,0,23,8,136.29,1,E Wallet,Female,Laptop & Accessory,Divorced
4,9,2,1,4,0,12,6,172.58,1,Debit Card,Male,Fashion,Married
3,18,4,3,4,0,18,4,158.59,3,Debit Card,Male,Laptop & Accessory,Married
6,24,4,3,4,0,22,12,147.69,2,E Wallet,Male,Fashion,Single
7,12,2,2,3,0,16,2,143.03,3,Credit Card,Male,Grocery,Married
24,10,3,4,1,0,19,8,219.83,1,Credit Card,Male,Others,Married
10,6,3,2,3,0,14,8,169.12,1,E Wallet,Male,Laptop & Accessory,Married
7,27,2,4,3,0,12,3,188.31,1,E Wallet,Male,Fashion,Married
22,14,2,3,4,0,15,7,170.45,3,Debit Card,Male,Mobile Phone,Married
19,27,3,1,3,1,25,15,152.57,3,Debit Card,Female,Laptop & Accessory,Married
8,10,3,1,3,0,21,10,177.13,1,Credit Card,Male,Laptop & Accessory,Married
15,15,3,2,2,0,15,15,172.25,2,E Wallet,Female,Others,Married
14,21,3,3,3,1,20,5,187.9,1,Credit Card,Male,Others,Married
33,21,2,4,4,0,22,2,242.96,2,Debit Card,Male,Fashion,Married
16,24,2,2,5,0,25,16,193.58,1,Debit Card,Female,Mobile Phone,Married
11,17,3,2,2,0,25,3,156.99,1,Debit Card,Female,Fashion,Single
61,19,3,4,4,0,11,3,289.51,1,UPI,Male,Mobile Phone,Single
8,8,3,1,4,0,12,2,146.48,1,Debit Card,Male,Mobile Phone,Married
23,11,2,3,2,0,17,4,173.0,1,COD,Male,Fashion,Married
4,13,2,4,1,0,25,6,152.82,1,Debit Card,Male,Grocery,Married
9,20,4,2,2,0,11,5,175.84,2,Credit Card,Male,Laptop & Accessory,Single
6,54,4,4,3,0,11,9,126.2,1,COD,Female,Mobile Phone,Divorced
28,20,1,3,3,1,23,8,223.55,2,E Wallet,Male,Fashion,Married
9,15,2,3,3,0,20,5,161.71,3,Debit Card,Female,Mobile Phone,Married
0,21,2,5,4,0,14,12,111.82,3,Credit Card,Female,Mobile Phone,Married
23,20,2,4,2,1,19,1,171.74,3,E Wallet,Female,Fashion,Married
7,18,3,4,4,1,16,2,151.11,3,Debit Card,Male,Laptop & Accessory,Married
4,18,2,1,2,0,19,10,142.28,1,UPI,Male,Fashion,Divorced
19,10,3,3,3,1,11,3,181.03,3,Debit Card,Male,Laptop & Accessory,Married
8,10,4,1,3,0,21,6,160.23,1,Credit Card,Female,Others,Married
11,14,3,5,4,0,25,1,143.58,3,Credit Card,Male,Mobile Phone,Single
3,11,3,3,3,0,22,9,134.7,1,Debit Card,Female,Laptop & Accessory,Married
1,17,4,5,2,0,11,8,154.3,3,UPI,Male,Fashion,Single
5,15,3,3,4,0,14,0,146.28,1,COD,Female,Fashion,Married
9,19,2,3,4,0,20,2,158.12,2,Credit Card,Female,Mobile Phone,Single
9,11,2,5,3,0,22,3,160.17,2,COD,Male,Fashion,Single
10,12,2,4,2,0,24,7,167.61,1,Credit Card,Male,Mobile Phone,Married
11,13,2,3,4,1,19,1,175.91,3,Debit Card,Female,Fashion,Divorced
7,23,2,4,3,0,23,1,175.15,3,Debit Card,Female,Mobile Phone,Married
24,12,2,2,1,0,13,1,213.42,1,Debit Card,Female,Laptop & Accessory,Single
13,13,4,2,1,0,20,3,173.97,3,COD,Male,Laptop & Accessory,Married
2,14,3,3,4,1,26,1,141.73,2,E Wallet,Female,Fashion,Married
8,19,2,3,2,1,18,1,143.88,3,Credit Card,Male,Mobile Phone,Married
5,20,2,3,4,0,11,12,168.91,1,UPI,Male,Laptop & Accessory,Single
13,14,3,2,3,0,13,19,151.38,2,E Wallet,Female,Fashion,Married
1,25,3,3,4,0,16,10,118.29,2,E Wallet,Male,Laptop & Accessory,Single
13,19,3,5,2,0,24,8,187.11,3,Credit Card,Male,Laptop & Accessory,Single
4,27,3,3,2,0,17,15,135.16,3,E Wallet,Male,Fashion,Married
19,16,2,2,4,1,16,8,190.86,3,Debit Card,Female,Mobile Phone,Married
61,16,4,3,4,0,12,20,313.39,2,Credit Card,Female,Fashion,Single
9,15,2,3,2,1,25,6,138.29,1,Debit Card,Male,Mobile Phone,Single
13,11,2,3,1,1,21,0,187.95,2,Credit Card,Female,Laptop & Accessory,Married
1,14,2,2,4,1,26,6,121.98,1,Credit Card,Female,Fashion,Single
7,11,4,4,3,0,12,4,134.25,1,Credit Card,Male,Mobile Phone,Divorced
6,19,2,5,3,0,11,2,143.93,2,COD,Male,Mobile Phone,Married
21,19,2,4,1,0,26,2,202.61,3,Debit Card,Male,Mobile Phone,Married
13,23,2,2,4,0,23,15,162.49,3,Credit Card,Female,Others,Single
1,9,2,2,2,0,22,5,138.18,2,Debit Card,Male,Mobile Phone,Single
18,7,2,3,2,1,11,9,178.74,1,E Wallet,Female,Laptop & Accessory,Single
40,10,3,4,5,0,17,4,223.02,2,UPI,Female,Fashion,Married
9,26,2,3,4,0,15,13,173.77,3,COD,Male,Laptop & Accessory,Married
34,16,1,1,4,1,13,11,210.49,2,Debit Card,Female,Fashion,Married
56,19,1,3,1,0,25,3,249.98,2,E Wallet,Male,Grocery,Married
0,7,2,3,2,1,15,15,130.22,2,E Wallet,Male,Others,Married
0,12,3,4,4,0,15,2,148.5,1,Credit Card,Male,Laptop & Accessory,Single
4,14,3,3,2,0,14,5,170.97,1,COD,Male,Laptop & Accessory,Single
30,27,3,3,2,0,11,16,195.8,2,E Wallet,Female,Fashion,Single
1,27,2,4,1,1,18,4,174.35,1,Debit Card,Female,Mobile Phone,Married
0,28,4,2,5,0,17,5,136.04,2,Debit Card,Female,Fashion,Married
5,14,4,4,4,1,22,2,137.19,1,Credit Card,Male,Fashion,Divorced
42,18,1,3,3,0,26,4,248.69,1,Credit Card,Male,Others,Single
0,20,2,4,3,0,13,3,117.79,2,Debit Card,Female,Mobile Phone,Married
24,28,5,1,2,1,23,17,194.7,3,Debit Card,Female,Mobile Phone,Single
15,21,1,1,2,0,17,8,182.67,3,E Wallet,Male,Fashion,Married
20,13,3,4,2,0,22,3,200.5,1,COD,Male,Fashion,Divorced
8,19,2,4,1,0,17,8,134.93,3,UPI,Male,Laptop & Accessory,Married
12,15,1,4,3,1,24,4,176.64,2,COD,Male,Fashion,Married
5,25,4,4,1,0,14,3,152.12,1,E Wallet,Male,Mobile Phone,Single
14,11,3,1,2,0,24,18,160.55,2,Credit Card,Female,Fashion,Married
0,15,2,3,4,1,21,0,123.98,1,E Wallet,Male,Others,Married
20,18,3,1,2,0,13,9,184.79,2,E Wallet,Male,Mobile Phone,Married
10,7,5,3,2,0,23,19,168.44,3,E Wallet,Male,Mobile Phone,Married
5,16,3,2,4,0,24,13,148.78,1,E Wallet,Male,Fashion,Single
8,16,2,4,2,0,11,8,155.44,3,Debit Card,Female,Mobile Phone,Single
2,12,2,2,1,0,14,0,129.47,3,E Wallet,Female,Mobile Phone,Married
19,14,4,3,5,1,25,2,166.56,3,UPI,Female,Fashion,Married
6,23,2,4,1,0,21,4,123.79,3,Credit Card,Male,Grocery,Divorced
21,26,2,2,4,0,15,5,163.73,1,E Wallet,Female,Others,Single
1,15,3,3,3,1,11,3,147.67,2,Debit Card,Male,Fashion,Married
16,10,5,2,2,0,21,4,173.93,2,Credit Card,Male,Laptop & Accessory,Single
3,13,2,4,1,0,13,4,134.74,3,UPI,Female,Fashion,Married
21,11,2,2,3,0,20,16,188.52,3,Credit Card,Male,Fashion,Single
58,13,4,2,4,0,23,2,265.14,1,UPI,Male,Fashion,Single
5,16,3,3,5,0,19,4,125.4,2,Credit Card,Female,Fashion,Single
15,16,1,2,4,1,21,8,158.17,3,Credit Card,Female,Laptop & Accessory,Married
8,8,3,3,3,0,14,15,133.46,2,E Wallet,Female,Fashion,Single
1,23,2,4,3,0,26,11,164.83,3,Debit Card,Male,Grocery,Single
4,12,3,4,3,0,21,4,160.57,3,Credit Card,Female,Fashion,Married
4,13,3,4,3,0,16,11,145.05,2,Credit Card,Female,Others,Single
35,14,2,2,4,0,22,14,192.82,2,E Wallet,Male,Fashion,Married
13,6,4,3,4,0,15,9,152.97,1,COD,Female,Mobile Phone,Married
11,14,5,4,2,0,24,4,151.28,1,Credit Card,Male,Mobile Phone,Married
1,12,2,2,3,0,15,11,145.13,2,Debit Card,Female,Grocery,Single
6,23,2,4,2,0,25,7,163.96,2,UPI,Female,Fashion,Divorced
7,11,3,4,3,0,20,4,149.19,2,COD,Male,Fashion,Married
4,20,2,2,4,1,16,3,144.07,1,Debit Card,Male,Fashion,Single
0,16,2,3,3,0,13,9,134.32,3,E Wallet,Male,Mobile Phone,Married
4,10,5,3,3,0,26,6,157.77,1,Credit Card,Male,Mobile Phone,Married
39,35,3,4,3,1,24,44,174.55,3,Credit Card,Male,Fashion,Married
2,8,3,4,3,0,22,10,144.46,1,Credit Card,Female,Fashion,Married
22,15,1,3,2,0,23,9,204.79,3,Credit Card,Male,Laptop & Accessory,Married
1,8,3,2,3,0,19,33,153.79,3,UPI,Male,Laptop & Accessory,Married
26,10,2,5,5,0,17,7,194.29,1,Debit Card,Female,Fashion,Single
16,16,1,5,4,0,11,13,153.54,3,Debit Card,Male,Laptop & Accessory,Single
16,11,1,3,2,1,11,8,166.46,1,Credit Card,Female,Grocery,Married
5,11,2,2,2,0,19,3,162.92,3,UPI,Male,Fashion,Divorced
36,10,2,2,2,0,22,1,232.21,1,COD,Female,Laptop & Accessory,Married
2,21,1,2,2,0,16,13,141.52,1,Debit Card,Male,Fashion,Married
0,15,1,3,2,0,21,7,118.63,2,Debit Card,Female,Mobile Phone,Single
7,32,4,3,3,1,12,10,140.97,1,Credit Card,Female,Laptop & Accessory,Married
18,23,4,3,4,0,18,16,189.41,2,Credit Card,Male,Mobile Phone,Married
54,9,3,3,3,1,13,11,255.37,2,E Wallet,Female,Others,Single
1,36,3,2,1,0,13,8,145.11,3,Debit Card,Male,Grocery,Single
0,28,4,3,1,0,24,14,127.49,1,Debit Card,Male,Laptop & Accessory,Single
8,8,3,3,3,0,11,11,166.49,2,UPI,Female,Mobile Phone,Single
14,12,2,3,3,0,26,9,162.51,2,Credit Card,Female,Grocery,Married
32,12,3,3,1,0,26,11,229.91,1,Debit Card,Female,Mobile Phone,Married
5,9,3,4,3,0,12,18,123.52,1,Credit Card,Female,Fashion,Single
16,8,4,1,4,0,15,2,147.38,1,E Wallet,Female,Laptop & Accessory,Married
10,22,4,3,2,0,20,7,162.93,1,Debit Card,Male,Grocery,Divorced
8,12,4,4,4,0,16,6,175.19,2,UPI,Male,Fashion,Married
8,18,3,3,3,0,19,5,148.57,2,Credit Card,Female,Fashion,Single
4,16,2,2,3,1,14,8,141.54,2,Debit Card,Male,Laptop & Accessory,Married
3,15,3,3,3,0,26,3,135.35,2,Credit Card,Male,Grocery,Single
15,20,3,3,3,0,23,8,141.52,1,E Wallet,Female,Others,Married
2,11,3,2,3,0,17,16,153.8,1,Credit Card,Male,Fashion,Married
5,9,2,3,2,1,25,13,141.42,1,COD,Male,Grocery,Single
25,19,4,5,4,1,14,5,201.72,3,Credit Card,Female,Mobile Phone,Single
5,25,1,5,3,0,13,16,169.42,3,Credit Card,Male,Others,Single
14,9,2,2,1,1,25,8,169.49,1,UPI,Female,Fashion,Single
41,12,4,2,5,1,15,11,243.06,1,E Wallet,Male,Laptop & Accessory,Married
15,31,3,2,3,0,18,1,186.76,2,COD,Male,Fashion,Single
15,10,2,3,1,0,13,8,190.94,1,Credit Card,Female,Fashion,Single
5,13,2,6,5,1,24,7,145.92,3,Debit Card,Female,Mobile Phone,Single
1,6,2,1,4,0,18,7,118.95,2,Credit Card,Female,Laptop & Accessory,Divorced
39,14,3,3,5,0,23,9,224.95,1,E Wallet,Female,Grocery,Married
1,16,3,3,3,0,13,19,132.55,3,COD,Male,Laptop & Accessory,Divorced
18,22,3,3,4,0,19,3,182.37,2,Credit Card,Female,Grocery,Married
24,18,3,2,1,1,11,8,182.93,1,Credit Card,Female,Fashion,Married
0,27,4,3,4,0,19,11,111.23,2,Credit Card,Male,Mobile Phone,Single
23,21,3,2,4,0,12,5,206.51,2,Credit Card,Female,Laptop & Accessory,Married
11,9,2,3,3,0,14,9,160.62,3,Debit Card,Female,Laptop & Accessory,Married
13,29,2,3,2,1,12,1,161.15,2,Credit Card,Male,Laptop & Accessory,Single
9,20,2,2,4,0,21,9,162.56,1,Credit Card,Male,Mobile Phone,Divorced
9,14,1,3,3,0,15,8,141.39,2,E Wallet,Male,Laptop & Accessory,Married
23,6,3,3,4,1,19,5,195.89,1,UPI,Female,Fashion,Single
61,7,3,2,2,0,25,7,297.63,2,Credit Card,Male,Laptop & Accessory,Single
33,13,3,3,2,0,18,10,207.22,1,Debit Card,Female,Laptop & Accessory,Divorced
33,11,2,1,2,0,18,14,205.37,1,E Wallet,Female,Mobile Phone,Single
8,13,3,3,4,0,15,4,157.79,1,Credit Card,Female,Laptop & Accessory,Single
4,15,2,1,2,1,26,5,149.92,3,Debit Card,Female,Others,Married
17,13,3,2,4,0,24,7,185.07,3,COD,Male,Mobile Phone,Single
13,8,4,4,2,0,23,5,171.59,2,Credit Card,Male,Mobile Phone,Married
0,15,4,1,2,0,11,12,154.49,3,Debit Card,Female,Laptop & Accessory,Single
3,23,4,1,4,1,12,8,145.54,1,E Wallet,Female,Laptop & Accessory,Single
15,13,3,3,3,0,13,10,151.99,2,Credit Card,Male,Laptop & Accessory,Single
8,15,4,1,4,1,19,1,150.43,2,Debit Card,Female,Laptop & Accessory,Married
2,19,4,3,1,0,26,21,134.17,2,E Wallet,Male,Grocery,Divorced
13,13,3,2,5,1,23,8,128.68,2,Debit Card,Male,Fashion,Single
9,19,3,4,5,0,13,6,147.15,1,Credit Card,Male,Laptop & Accessory,Single
27,17,3,3,2,0,16,7,215.84,2,COD,Female,Laptop & Accessory,Married
4,10,1,4,4,0,16,15,128.74,1,Debit Card,Female,Laptop & Accessory,Single
10,8,4,5,5,0,25,5,163.28,2,E Wallet,Male,Laptop & Accessory,Married
4,21,4,4,4,0,13,11,159.23,2,COD,Male,Mobile Phone,Married
9,27,3,4,4,0,17,7,154.88,2,Debit Card,Male,Mobile Phone,Single
45,28,2,3,3,1,11,11,279.07,1,COD,Female,Grocery,Married
13,17,3,3,4,0,19,14,146.38,2,COD,Male,Others,Married
1,15,3,3,5,0,15,10,140.05,1,Credit Card,Male,Laptop & Accessory,Married
11,26,3,4,3,1,13,7,169.13,3,Credit Card,Female,Laptop & Accessory,Divorced
5,15,1,3,3,0,14,5,120.78,2,Debit Card,Female,Mobile Phone,Single
36,13,2,4,3,0,22,2,203.36,2,UPI,Female,Others,Married
13,17,3,4,4,0,23,19,179.42,1,Debit Card,Male,Fashion,Divorced
33,23,4,3,3,0,19,5,215.1,1,E Wallet,Male,Laptop & Accessory,Single
8,7,3,4,2,0,15,5,142.29,1,Debit Card,Female,Laptop & Accessory,Married
18,7,3,4,5,1,15,6,167.71,3,COD,Male,Grocery,Married
2,10,2,4,3,0,23,6,157.85,2,E Wallet,Male,Mobile Phone,Married
16,13,1,3,4,1,19,8,195.12,2,UPI,Male,Laptop & Accessory,Single
14,20,2,2,3,1,19,8,167.32,3,Debit Card,Female,Others,Divorced
0,20,3,3,3,0,23,8,156.65,3,E Wallet,Male,Laptop & Accessory,Single
24,17,2,1,3,0,12,7,187.09,3,Credit Card,Female,Fashion,Divorced
21,13,3,4,3,1,23,10,206.72,1,E Wallet,Male,Mobile Phone,Married
0,10,3,3,3,1,13,4,145.9,3,E Wallet,Female,Laptop & Accessory,Married
4,19,4,4,2,0,23,16,152.74,3,E Wallet,Female,Fashion,Married
3,17,2,3,3,0,21,6,151.88,1,Debit Card,Female,Fashion,Single
8,13,2,3,5,0,14,37,192.62,1,Debit Card,Male,Mobile Phone,Single
8,16,2,3,4,0,15,3,144.97,1,Debit Card,Male,Laptop & Accessory,Divorced
42,16,3,2,5,0,17,4,241.94,1,UPI,Female,Laptop & Accessory,Married
6,11,3,4,2,1,16,12,164.11,1,UPI,Female,Laptop & Accessory,Single
1,16,3,4,4,0,17,7,147.6,2,Credit Card,Male,Fashion,Married
3,15,5,2,3,0,25,2,159.2,3,UPI,Male,Mobile Phone,Married
0,11,4,2,5,1,13,32,141.72,2,COD,Male,Fashion,Single
4,12,2,4,4,0,13,3,149.65,2,E Wallet,Female,Laptop & Accessory,Single
3,17,3,2,3,0,23,8,147.79,1,E Wallet,Male,Laptop & Accessory,Divorced
16,17,3,4,3,1,25,8,160.32,3,COD,Female,Laptop & Accessory,Divorced
3,15,2,2,5,0,19,11,150.67,1,Credit Card,Male,Grocery,Single
14,16,4,4,5,1,21,7,166.02,2,Debit Card,Female,Laptop & Accessory,Married
29,22,2,2,4,0,11,1,191.56,1,Credit Card,Male,Laptop & Accessory,Married
2,23,5,2,2,0,22,7,125.62,1,Debit Card,Female,Others,Married
8,23,3,3,3,0,13,7,164.52,3,E Wallet,Female,Others,Single
10,12,3,3,3,0,14,2,132.21,1,COD,Female,Laptop & Accessory,Married
5,41,1,2,5,0,25,11,157.72,3,COD,Female,Laptop & Accessory,Single
2,12,2,5,4,0,16,4,138.65,1,Debit Card,Male,Laptop & Accessory,Divorced
15,39,4,2,2,0,16,3,179.81,1,UPI,Female,Fashion,Single
24,19,4,2,1,0,20,8,201.78,2,Credit Card,Female,Mobile Phone,Married
16,15,3,1,5,1,26,18,187.99,3,Credit Card,Female,Laptop & Accessory,Married
35,11,4,3,5,0,15,19,211.85,3,E Wallet,Female,Fashion,Single
1,14,4,1,3,1,15,4,124.06,2,Debit Card,Female,Grocery,Single
13,32,3,2,1,1,16,1,189.77,1,COD,Female,Mobile Phone,Divorced
2,22,5,3,2,0,24,11,121.91,1,Debit Card,Male,Mobile Phone,Married
5,21,3,2,2,1,11,3,122.81,1,Credit Card,Male,Laptop & Accessory,Divorced
9,20,3,1,1,1,22,3,179.63,2,COD,Female,Laptop & Accessory,Single
9,12,3,2,3,0,19,7,139.17,1,Debit Card,Male,Grocery,Single
14,20,3,1,1,0,23,5,166.82,1,E Wallet,Male,Mobile Phone,Married
29,14,4,3,5,0,21,2,222.14,1,Debit Card,Male,Laptop & Accessory,Married
3,12,2,1,3,0,23,0,157.63,1,Debit Card,Male,Laptop & Accessory,Divorced
4,16,1,3,4,1,26,4,130.35,3,E Wallet,Female,Fashion,Married
33,6,2,4,5,0,24,9,208.13,1,Credit Card,Male,Mobile Phone,Married
11,8,3,3,1,1,15,9,119.92,3,COD,Female,Laptop & Accessory,Married
0,17,2,2,2,0,19,11,114.15,2,Credit Card,Female,Laptop & Accessory,Married
6,14,3,2,4,0,15,5,167.52,3,Debit Card,Female,Fashion,Married
8,12,3,2,1,0,11,2,152.55,1,Credit Card,Female,Others,Single
15,20,3,6,3,0,22,15,166.73,2,UPI,Female,Others,Married
21,14,5,4,3,1,22,20,215.87,1,Debit Card,Female,Grocery,Married
12,15,2,1,1,0,13,11,140.64,1,Credit Card,Male,Laptop & Accessory,Married
12,18,3,3,3,0,11,4,175.14,3,Credit Card,Female,Laptop & Accessory,Married
34,19,3,2,5,0,19,2,224.86,3,Debit Card,Female,Mobile Phone,Married
0,10,3,1,4,1,20,6,109.88,1,COD,Female,Grocery,Single
12,24,1,3,5,0,19,7,183.05,2,E Wallet,Male,Fashion,Divorced
10,27,4,4,1,1,24,15,141.39,1,COD,Male,Others,Single
6,12,2,3,5,0,26,9,155.15,2,Credit Card,Male,Mobile Phone,Single
21,10,3,2,4,0,14,5,171.12,3,Credit Card,Female,Laptop & Accessory,Single
1,8,3,5,4,0,12,6,138.32,1,Credit Card,Male,Others,Single
24,17,3,3,1,0,16,18,228.91,2,Credit Card,Male,Laptop & Accessory,Married
23,12,4,3,4,1,26,1,184.88,1,E Wallet,Female,Grocery,Single
13,10,2,3,3,1,22,1,175.12,2,Credit Card,Female,Fashion,Single
